UIPL_ID,DESCRIPTION,MFR_NAME,MFR_P/N,MFR_NAME_1,MFR_P/N,Vendor_NAME_1,Vendor_P/N,Mfr/Vendor_Remarks,ADDITIONAL_MFR_VEND_AND_P/N,NOUN,MODIFIER,ATTRIBUTE_NAME_1,STANDARDIZED_VALUE_1,ATTRIBUTE_NAME_2,STANDARDIZED_VALUE_2,ATTRIBUTE_NAME_3,STANDARDIZED_VALUE_3,ATTRIBUTE_NAME_4,STANDARDIZED_VALUE_4,ATTRIBUTE_NAME_5,STANDARDIZED_VALUE_5,ATTRIBUTE_NAME_6,STANDARDIZED_VALUE_6,ATTRIBUTE_NAME_7,STANDARDIZED_VALUE_7,ATTRIBUTE_NAME_8,STANDARDIZED_VALUE_8,ATTRIBUTE_NAME_9,STANDARDIZED_VALUE_9,ATTRIBUTE_NAME_10,STANDARDIZED_VALUE_10,ATTRIBUTE_NAME_11,STANDARDIZED_VALUE_11,ATTRIBUTE_NAME_12,STANDARDIZED_VALUE_12,ATTRIBUTE_NAME_13,STANDARDIZED_VALUE_13,ATTRIBUTE_NAME_14,STANDARDIZED_VALUE_14,ATTRIBUTE_NAME_15,STANDARDIZED_VALUE_15,ATTRIBUTE_NAME_16,STANDARDIZED_VALUE_16,ATTRIBUTE_NAME_17,STANDARDIZED_VALUE_17,ATTRIBUTE_NAME_18,STANDARDIZED_VALUE_18,ATTRIBUTE_NAME_19,STANDARDIZED_VALUE_19,ATTRIBUTE_NAME_20,STANDARDIZED_VALUE_20,UNUSED_TEXT,REPLACED_TEXT,STATUS (CLEANSED/HOLD/ENRICHED),COMMENTS
000000000027123107_1,VALVE  CK STL 4IN FLG 150LB V220 11-1/2 T/O SWING TYPE BOLTED CVR CNA UNIV|HARDFACE TRIM METAL SEAT CRANE 147XU|KITZ K150SCO OIC 1572XU PACIFIC 180F2|POWELL 1561 STOCKHAM 15SF-U,CRANE CO  VALVE DIV.,147XU/4 IN,CRANE CO  VALVE DIV.,147XU/4 IN,-,-,-,PACIFIC 180F2|POWELL 1561 STOCKHAM 15SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,4 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,150 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL,DESIGN PRESSURE RANGE,285 PSI,PORT TYPE,-,END TO END DISTANCE,11.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL PACIFIC 180F2 POWELL 1561 STOCKHAM 15SF-U,-,ENRICHED,-
000000000027123129_1,VALVE  CK STL 8IN FLG 150LB V220 HARDFACE TRIM METAL SEAT CRANE 147XU|SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 147XU|KITZ K150SCO OIC 1572XU PACIFIC 180F2|KITZ K150SCO OIC 1572XU PACIFIC 180F2|POWELL 1561 STOCKHAM 15SF-U|POWELL 1561 STOCKHAM 15SF-U|SWING TYPE ,CRANE CO  VALVE DIV.,147XU/8IN,CRANE CO  VALVE DIV.,147XU/8IN,-,-,-,PACIFIC 180F2|POWELL 1561 STOCKHAM 15SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,8 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,150 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL,DESIGN PRESSURE RANGE,285 PSI,PORT TYPE,-,END TO END DISTANCE,19.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL PACIFIC 180F2 POWELL 1561 STOCKHAM 15SF-U,-,ENRICHED,-
000000000027123105_1,VALVE  CK STL 4IN BW 300LB V230 POWELL 3061WE STOCKHAM 30SW-U|SWING CK BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEATS|CRANE 159-1/2XU PACIFIC 380WE-2,CRANE CO  VALVE DIV.,159-1/2XU,CRANE CO  VALVE DIV.,159-1/2XU,-,-,-,PACIFIC 380WE-2,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,4 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,14 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL PACIFIC 380WE-2,-,ENRICHED,-
000000000027123128_2,VALVE  CK STL 8IN FLG 300LB V224 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 159XU|KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,CRANE CO  VALVE DIV.,159X 8,CRANE CO  VALVE DIV.,159X 8,-,-,-,KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,8 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,21 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL KITZ K300SCO OIC 3072XU PACIFIC 380F-2 POWELL 3061 STOCKHAM 30SF-U,-,ENRICHED,-
000000000027123095_1,VALVE  CK STL 3IN FLG 300LB V230 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 159XU|KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,CRANE CO  VALVE DIV.,159XU,CRANE CO  VALVE DIV.,159XU,-,-,-,KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,3 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,12.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL KITZ K300SCO OIC 3072XU PACIFIC 380F-2 POWELL 3061 STOCKHAM 30SF-U,-,ENRICHED,-
000000000027123355_1,VALVE  CK STL 6IN FLG 300LB V224 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACED TRIM METAL SEATS|CRANE 159XU POWELL 3061,CRANE CO  VALVE DIV.,159XU,CRANE CO  VALVE DIV.,159XU,-,-,-,POWELL 3061,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,6 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,17.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL POWELL 3061,-,ENRICHED,-
000000000027123269_4,VALVE  CK STL 2IN FLG 300LB V224 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACED TRIM METAL SEATS|CRANE 159XU POWELL 3061 BELOIT 268211-021|WALWORTH 5344F,CRANE CO  VALVE DIV.,159XU,CRANE CO  VALVE DIV.,159XU,-,-,-,POWELL 3061 BELOIT 268211-021|WALWORTH 5344F,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,2 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,10.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL POWELL 3061 BELOIT 268211-021 WALWORTH 5344F,-,ENRICHED,-
000000000027123106_1,VALVE  CK STL 4IN FLG 300LB V224 SWING CK BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 159XU|KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,CRANE CO  VALVE DIV.,159XU 4IN,CRANE CO  VALVE DIV.,159XU 4IN,-,-,-,KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,4 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,14 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL KITZ K300SCO OIC 3072XU PACIFIC 380F-2 POWELL 3061 STOCKHAM 30SF-U,-,ENRICHED,-
000000000027123128_1,VALVE  CK STL 8IN FLG 300LB V224 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 159XU|KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,CRANE CO  VALVE DIV.,159XU/8IN,CRANE CO  VALVE DIV.,159XU/8IN,-,-,-,KITZ K300SCO OIC 3072XU PACIFIC 380F-2|POWELL 3061 STOCKHAM 30SF-U,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,8 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,21 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL KITZ K300SCO OIC 3072XU PACIFIC 380F-2 POWELL 3061 STOCKHAM 30SF-U,-,ENRICHED,-
000000000043236170_1,VALVE  CK STL 2-1/2 300LB CRANE 159XUF SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACED TRIM METAL SEAT CLASS 300,CRANE CO  VALVE DIV.,159XUF,CRANE CO  VALVE DIV.,159XUF,-,-,PARTIALLY MATCHED,-,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,2-1/2 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL HARDFACED,DESIGN PRESSURE RANGE,740 PSI,PORT TYPE,-,END TO END DISTANCE,11.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-20 DEG F TO 100 DEG F,CERTIFICATION/STANDARD,ASTM A216 ANSI API,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL,-,ENRICHED,-
000000000027113016_1,VALVE  CK SS 316 2IN SCR 150LB V219 SWING TYPE B/COVER PTFE GSKT|LADISH 5270-0007-20B POWELL 2341|KITZ AK150UOM STOCKHAM 15SS316|CRANE 15CPF9,CRANE CO  VALVE DIV.,15CPF9,CRANE CO  VALVE DIV.,15CPF9,POWELL,POWELL|2341,-,KITZ AK150UOM|STOCKHAM 15SS316,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,2 IN/50 MM,END CONNECTION,THREADED,PRESSURE CLASS/RATING,200 LB,BODY MATERIAL,CAST STAINLESS STEEL,TRIM MATERIAL,-,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,6 IN/152 MM,CONFIGURATION,-,SOFTGOODS,PTFE,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,KITZ AK150UOM STOCKHAM 15SS316,150 LB,ENRICHED,-
000000000027123091_1,VALVE  CK STL 3IN BW 600LB V231 SWING TYPE BOLTED COVER CNA UNIVERSAL|HARDFACED TRIM METAL SEATS STD BEVEL ENDS|CRANE 175-1/2XU PACIFIC 680V-WE|POWELL 6061WE STOCKHAM 60SW-U,CRANE CO  VALVE DIV.,175-1/2XU,CRANE CO  VALVE DIV.,175-1/2XU,-,-,-,PACIFIC 680V-WE|POWELL 6061WE STOCKHAM 60SW-U,VALVE,NO MODIFIER,TYPE,SWING,NOMINAL SIZE,3 IN,END CONNECTION,-,CONFIGURATION,-,PRESSURE CLASS/RATING,600 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,CAST STEEL,TRIM MATERIAL,HARDFACED METAL,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PACIFIC 680V-WE POWELL 6061WE STOCKHAM 60SW-U,-,CLEANSED,-
000000000001040988_2,VALVE  CK SS 316 1/2 SCR 200LB SWING TYPE POWELL 2341 OIC 8SC6|ALOYCO 370|SWING TYPE POWELL 2341 OIC 8SC6|CRANE 18826 STOCKHAM 20-55-316 LADISH 5270|CRANE 18826 STOCKHAM 20-55-316 LADISH 5270|ALOYCO 370,CRANE CO  VALVE DIV.,18826,CRANE CO  VALVE DIV.,18826,POWELL,POWELL|2341,-,ALOYCO 370|STOCKHAM 20-55-316,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,1/2 IN/13 MM,END CONNECTION,THREADED,PRESSURE CLASS/RATING,200 LB,BODY MATERIAL,CAST STAINLESS STEEL,TRIM MATERIAL,-,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,2.75 IN/70 MM,CONFIGURATION,-,SOFTGOODS,PTFE,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,ALOYCO 370 STOCKHAM 20-55-316,-,ENRICHED,-
000000000027113112_3,VALVE  CK SS 316 10IN FLG 150LB V216 SWING TYPE BOLTED COVER METAL SEAT|PTFE GSKT LADISH 5272-1807-81A NO SUB,CRANE CO  VALVE DIV.,18829 3IN,CRANE CO  VALVE DIV.,18829 3IN,-,-,-,-,VALVE,NO MODIFIER,TYPE,SWING,NOMINAL SIZE,10 IN,END CONNECTION,FLANGED,CONFIGURATION,-,PRESSURE CLASS/RATING,150 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,-,TRIM MATERIAL,METAL,SOFTGOODS,PTFE,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LADISH 5272-1807-81A NO SUB,-,CLEANSED,-
000000000001427831_1,VALVE  B-FLY STL 20IN 150LB LUG TYPE SS DISC W/A536 GEAR OPER|CENTERLINE SERIES CRANE 20A2644355,CRANE CO  VALVE DIV.,20A2644355,CRANE CO  VALVE DIV.,20A2644355,-,-,-,-,VALVE,NO MODIFIER,TYPE,LUGGED,NOMINAL SIZE,20 IN,END CONNECTION,-,CONFIGURATION,-,PRESSURE CLASS/RATING,150 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,GEAR OPERATOR,BODY MATERIAL,STEEL,TRIM MATERIAL,STAINLESS STEEL DISC,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,SERIES:CENTERLINE SERIES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A536,-,CLEANSED,-
000000000001154261_1,VALVE  B-FLY 14IN CRANE 21F-SSB WAFER TYPE CI BODY SS DISK/STEM BUNA|SEAT W/GEAR OPER MONARCH SERIES,CRANE CO  VALVE DIV.,21F-SSB,CRANE CO  VALVE DIV.,21F-SSB,-,-,-,-,VALVE,NO MODIFIER,TYPE,WAFER,NOMINAL SIZE,14 IN,END CONNECTION,-,CONFIGURATION,-,PRESSURE CLASS/RATING,-,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,GEAR OPERATOR,BODY MATERIAL,CAST IRON,TRIM MATERIAL,STAINLESS STEEL DISC BUNA SEAT BUNA STEM,SOFTGOODS,BUNA,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,SERIES:MONARCH SERIES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CLEANSED,-
000000000001040992_1,VALVE  CK SS 316 1/4 SCR 200LB SWING TYPE POWELL 2341|CRANE 2370,CRANE CO  VALVE DIV.,2370,CRANE CO  VALVE DIV.,2370,POWELL,POWELL|2341,-,-,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,1/4 IN/6 MM,END CONNECTION,THREADED,PRESSURE CLASS/RATING,200 LB,BODY MATERIAL,CAST STAINLESS STEEL,TRIM MATERIAL,-,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,2.75 IN/70 MM,CONFIGURATION,-,SOFTGOODS,PTFE,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ENRICHED,-
000000000027113117_3,VALVE  CK SS 316 10IN FLG 300LB V226 SWING TYPE BOLTED COVER METAL SEAT CF8M|GRAPH GSKT LADISH 5372-2007-81A|CRANE 2377 POWELL 2346 STOCKHAM F1114C135,CRANE CO  VALVE DIV.,2377,CRANE CO  VALVE DIV.,2377,-,-,-,POWELL 2346 STOCKHAM F1114C135,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,10 IN,END CONNECTION,FLANGED,PRESSURE CLASS/RATING,300 LB,BODY MATERIAL,CAST STAINLESS STEEL,TRIM MATERIAL,METAL,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,24.5 IN,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,COVER TYPE:BOLTED COVER,-,-,-,-,-,-,-,-,-,-,-,-,POWELL 2346 STOCKHAM F1114C135,-,ENRICHED,-
000000000001024689_1,COCK  VLV BRS 3/8 FPT CRANE 256-3/8 2-WAY FOR GAS SERVICE|*CONBRACE 52-102-01,CRANE CO  VALVE DIV.,256-3/8,CRANE CO  VALVE DIV.,256-3/8,-,-,-,CONBRACE 52-102-01,VALVE,NO MODIFIER,TYPE,-,NOMINAL SIZE,3/8 IN,END CONNECTION,-,CONFIGURATION,2-WAY,PRESSURE CLASS/RATING,-,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,BRASS,TRIM MATERIAL,-,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,FOR USE WITH:GAS SERVICE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CONBRACE 52-102-01,-,CLEANSED,-
000000000027041110_2,VALVE  PRESS RED SUN HYD PPDB-LDN STD SETTING 200 PSI,CRANE CO  VALVE DIV.,"2668 3/4""",CRANE CO  VALVE DIV.,"2668 3/4""",SUN HYD,PPDB-LDN,-,-,VALVE,NO MODIFIER,TYPE,PILOT OPERATED,NOMINAL SIZE,7/8 IN,END CONNECTION,-,CONFIGURATION,-,PRESSURE CLASS/RATING,-,DESIGN PRESSURE RANGE,25 TO 800 PSI/1.7 TO 55 BAR,ACTUATION TYPE,-,BODY MATERIAL,-,TRIM MATERIAL,-,SOFTGOODS,BUNA-N,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,COLOR:RED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,STANDARD,-,ENRICHED,-
000000000027103236_3,VALVE  CK HORIZ BRZ 1-1/4 SCR 150LB UNION CAP BUNA N DISC STOCKHAM B-322B|CRANE 27TF HAMMOND IB948 JENKINS 4092J|*NOT IN IP ENGR SPECS MUST HAVE CORP ENGR|*APPROVAL ON FILE AT USING FACILITY,CRANE CO  VALVE DIV.,27TF 1-1/4,CRANE CO  VALVE DIV.,27TF 1-1/4,STOCKHAM,STOCKHAM|B-322B,-,HAMMOND IB948|JENKINS 4092J,VALVE,CHECK,TYPE,-,NOMINAL SIZE,1-1/4 IN,END CONNECTION,THREADED,PRESSURE CLASS/RATING,150 LB,BODY MATERIAL,BRONZE,TRIM MATERIAL,PTFE DISC,DESIGN PRESSURE RANGE,400 PSI,PORT TYPE,-,END TO END DISTANCE,4.25 IN/108 MM,CONFIGURATION,-,SOFTGOODS,BUNA-N,TEMPERATURE RATING,-20 DEG F TO 150 DEG F,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,HAMMOND IB948 JENKINS 4092J APPROVAL ON FILE AT USING FACILITY UNION CAP ,-,ENRICHED,-
000000000047532042_1,VALVE  CK HORIZ BRZ 1IN SCR CRANE 27TF 150LB PTFE DISC LIFT CK DESIGN,CRANE CO  VALVE DIV.,27TF 1IN,CRANE CO  VALVE DIV.,27TF 1IN,-,-,-,-,VALVE,NO MODIFIER,TYPE,-,NOMINAL SIZE,1 IN,END CONNECTION,THREADED,CONFIGURATION,-,PRESSURE CLASS/RATING,150 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,BRONZE,TRIM MATERIAL,PTFE DISC,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,DESIGN:LIFT CK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CLEANSED,-
000000000043236222_1,VALVE  B-FLY 8IN A-T CONT PSL10800SSRXA- G/2ROS-XX SS 316 PTFE SEAT/SEAL GRAPH PKG|2R1750SR SPRING RETURN ACTUATOR|FAIL CLOSED 150 LUG STYLE,-,2R1750SR,-,2R1750SR,-,-,-,-,VALVE,NO MODIFIER,TYPE,LUGGED,NOMINAL SIZE,8 IN,END CONNECTION,-,CONFIGURATION,-,PRESSURE CLASS/RATING,150 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,SPRING RETURN,BODY MATERIAL,316 STAINLESS STEEL,TRIM MATERIAL,PTFE SEAT,SOFTGOODS,PTFE,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FAIL CLOSED,-,CLEANSED,-
000000000027123120_2,VALVE  CK STL 6IN FLG 300LB V227 TILTING DISC CK CNA UNIVERSAL|HARDFACE TRIM METAL SEAT CRANE 323XU,CRANE CO  VALVE DIV.,323XU,CRANE CO  VALVE DIV.,323XU,-,-,-,-,VALVE,NO MODIFIER,TYPE,TILTING DISC,NOMINAL SIZE,6 IN,END CONNECTION,FLANGED,CONFIGURATION,-,PRESSURE CLASS/RATING,300 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,CARBON STEEL,TRIM MATERIAL,METAL,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CNA UNIVERSAL,-,CLEANSED,-
000000000001218273_2,VALVE  CK SWING 1IN FLG 150LB B1634 BODY SS 316 DISC/SEAT|POWELL 2342 CRANE 337,CRANE CO  VALVE DIV.,337 01,CRANE CO  VALVE DIV.,337 01,POWELL,POWELL|2342,-,-,VALVE,CHECK,TYPE,WALL SWING,NOMINAL SIZE,1 IN/25 MM,END CONNECTION,FLANGED AND BUTTWELD,PRESSURE CLASS/RATING,150 LB,BODY MATERIAL,CAST STAINLESS STEEL,TRIM MATERIAL,316 STAINLESS STEEL,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,5 IN/127 MM,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ENRICHED,-
000000000027103002_2,VALVE  CK BRS 1/2 SCR 125LB CRANE 37 HAMMOND VALVE IB940 WALWORTH 3406|POWELL 578 SWING TYPE,CRANE CO  VALVE DIV.,34 0.5,CRANE CO  VALVE DIV.,34 0.5,POWELL,POWELL|578,-,HAMMOND VALVE IB940|WALWORTH 3406,VALVE,CHECK,TYPE,SWING,NOMINAL SIZE,1/2 IN/13 MM,END CONNECTION,THREADED,PRESSURE CLASS/RATING,125 LB,BODY MATERIAL,BRONZE,TRIM MATERIAL,BRONZE,DESIGN PRESSURE RANGE,-,PORT TYPE,-,END TO END DISTANCE,2.25 IN/58 MM,CONFIGURATION,-,SOFTGOODS,-,TEMPERATURE RATING,-,CERTIFICATION/STANDARD,MSS SP-80,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,HAMMOND VALVE IB940 WALWORTH 3406,-,ENRICHED,-
000000000027103013_3,VALVE  CK BRS 2IN SCR 125LB CRANE 37 HAMMOND IB940 WALWORTH 3406 JENKINS 119CJ|APOLLO 61-508 HENDERSON 740-182-020|POWELL B319 2 STOCKHAM B319 2,CRANE CO  VALVE DIV.,34 2,CRANE CO  VALVE DIV.,34 2,-,-,-,HENDERSON 740-182-020|POWELL B319 2 STOCKHAM B319 2,VALVE,NO MODIFIER,TYPE,-,NOMINAL SIZE,2 IN,END CONNECTION,THREADED,CONFIGURATION,-,PRESSURE CLASS/RATING,125 LB,DESIGN PRESSURE RANGE,-,ACTUATION TYPE,-,BODY MATERIAL,BRASS,TRIM MATERIAL,-,SOFTGOODS,-,CERTIFICATION/STANDARD,-,ADDITIONAL FEATURES,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,HENDERSON 740-182-020 POWELL B319 2 STOCKHAM B319 2,-,CLEANSED,-
